dsx,dsy,lsx,lsy,dxs,dys,manhattan,delay_ns,fanout,dtype,ltype
73,179,73,179,0,0,0,58,1,SLICE,SLICE
70,179,70,179,0,0,0,56,1,SLICE,SLICE
71,176,71,176,0,0,0,59,1,SLICE,SLICE
70,175,70,175,0,0,0,55,1,SLICE,SLICE
71,174,71,174,0,0,0,58,1,SLICE,SLICE
71,175,71,175,0,0,0,58,1,SLICE,SLICE
71,175,71,175,0,0,0,59,1,SLICE,SLICE
70,174,70,174,0,0,0,55,1,SLICE,SLICE
73,174,73,174,0,0,0,59,1,SLICE,SLICE
73,174,73,174,0,0,0,58,1,SLICE,SLICE
72,173,72,173,0,0,0,58,1,SLICE,SLICE
72,173,72,173,0,0,0,58,1,SLICE,SLICE
74,174,74,174,0,0,0,55,1,SLICE,SLICE
72,173,72,173,0,0,0,58,1,SLICE,SLICE
74,174,74,174,0,0,0,55,1,SLICE,SLICE
75,174,75,174,0,0,0,58,1,SLICE,SLICE
75,174,75,174,0,0,0,59,1,SLICE,SLICE
75,174,75,174,0,0,0,58,1,SLICE,SLICE
75,173,75,173,0,0,0,59,1,SLICE,SLICE
74,174,74,174,0,0,0,55,1,SLICE,SLICE
72,176,72,176,0,0,0,58,1,SLICE,SLICE
74,176,74,176,0,0,0,55,1,SLICE,SLICE
74,176,74,176,0,0,0,55,1,SLICE,SLICE
74,175,74,175,0,0,0,56,1,SLICE,SLICE
74,176,74,176,0,0,0,55,1,SLICE,SLICE
74,176,74,176,0,0,0,56,1,SLICE,SLICE
70,180,70,180,0,0,0,56,1,SLICE,SLICE
70,180,70,180,0,0,0,55,1,SLICE,SLICE
70,180,70,180,0,0,0,55,1,SLICE,SLICE
70,180,70,180,0,0,0,55,1,SLICE,SLICE
71,180,71,180,0,0,0,58,1,SLICE,SLICE
68,206,68,206,0,0,0,59,1,SLICE,SLICE
70,179,70,179,0,0,0,55,1,SLICE,SLICE
70,179,70,179,0,0,0,55,1,SLICE,SLICE
68,206,68,206,0,0,0,58,1,SLICE,SLICE
71,179,71,179,0,0,0,58,1,SLICE,SLICE
71,179,71,179,0,0,0,59,1,SLICE,SLICE
70,179,70,179,0,0,0,55,1,SLICE,SLICE
71,172,71,172,0,0,0,58,1,SLICE,SLICE
71,173,71,173,0,0,0,59,1,SLICE,SLICE
71,172,71,172,0,0,0,59,1,SLICE,SLICE
71,171,71,171,0,0,0,59,1,SLICE,SLICE
71,172,71,172,0,0,0,58,1,SLICE,SLICE
70,172,70,172,0,0,0,56,1,SLICE,SLICE
72,178,72,178,0,0,0,58,1,SLICE,SLICE
72,179,72,179,0,0,0,58,1,SLICE,SLICE
72,179,72,179,0,0,0,58,1,SLICE,SLICE
73,179,73,179,0,0,0,58,1,SLICE,SLICE
73,179,73,179,0,0,0,59,1,SLICE,SLICE
72,179,72,179,0,0,0,59,1,SLICE,SLICE
72,176,72,176,0,0,0,58,1,SLICE,SLICE
73,176,73,176,0,0,0,58,1,SLICE,SLICE
75,176,75,176,0,0,0,58,1,SLICE,SLICE
72,177,72,177,0,0,0,59,1,SLICE,SLICE
75,176,75,176,0,0,0,59,1,SLICE,SLICE
72,176,72,176,0,0,0,59,1,SLICE,SLICE
70,171,70,171,0,0,0,56,1,SLICE,SLICE
70,171,70,171,0,0,0,55,1,SLICE,SLICE
70,171,70,171,0,0,0,55,1,SLICE,SLICE
70,171,70,171,0,0,0,55,1,SLICE,SLICE
71,171,71,171,0,0,0,58,1,SLICE,SLICE
68,164,68,164,0,0,0,59,1,SLICE,SLICE
74,171,74,171,0,0,0,55,1,SLICE,SLICE
74,171,74,171,0,0,0,55,1,SLICE,SLICE
75,171,75,171,0,0,0,58,1,SLICE,SLICE
74,170,74,170,0,0,0,55,1,SLICE,SLICE
74,170,74,170,0,0,0,55,1,SLICE,SLICE
74,171,74,171,0,0,0,56,1,SLICE,SLICE
68,199,68,199,0,0,0,58,1,SLICE,SLICE
68,200,68,200,0,0,0,59,1,SLICE,SLICE
68,199,68,199,0,0,0,59,1,SLICE,SLICE
68,200,68,200,0,0,0,58,1,SLICE,SLICE
68,199,68,199,0,0,0,58,1,SLICE,SLICE
70,177,70,177,0,0,0,56,1,SLICE,SLICE
72,175,72,175,0,0,0,59,1,SLICE,SLICE
72,175,72,175,0,0,0,58,1,SLICE,SLICE
72,175,72,175,0,0,0,58,1,SLICE,SLICE
73,175,73,175,0,0,0,58,1,SLICE,SLICE
73,175,73,175,0,0,0,59,1,SLICE,SLICE
72,175,72,175,0,0,0,58,1,SLICE,SLICE
69,156,69,156,0,0,0,58,1,SLICE,SLICE
70,166,70,166,0,0,0,55,1,SLICE,SLICE
70,166,70,166,0,0,0,55,1,SLICE,SLICE
70,166,70,166,0,0,0,55,1,SLICE,SLICE
71,166,71,166,0,0,0,58,1,SLICE,SLICE
68,156,68,156,0,0,0,58,1,SLICE,SLICE
72,172,72,172,0,0,0,58,1,SLICE,SLICE
72,172,72,172,0,0,0,58,1,SLICE,SLICE
73,172,73,172,0,0,0,58,1,SLICE,SLICE
73,171,73,171,0,0,0,59,1,SLICE,SLICE
75,173,75,173,0,0,0,58,1,SLICE,SLICE
72,172,72,172,0,0,0,58,1,SLICE,SLICE
72,171,72,171,0,0,0,59,1,SLICE,SLICE
72,171,72,171,0,0,0,58,1,SLICE,SLICE
72,171,72,171,0,0,0,58,1,SLICE,SLICE
73,171,73,171,0,0,0,58,1,SLICE,SLICE
74,171,74,171,0,0,0,55,1,SLICE,SLICE
72,171,72,171,0,0,0,58,1,SLICE,SLICE
68,167,68,167,0,0,0,59,1,SLICE,SLICE
68,164,68,164,0,0,0,58,1,SLICE,SLICE
68,164,68,164,0,0,0,58,1,SLICE,SLICE
68,165,68,165,0,0,0,58,1,SLICE,SLICE
68,165,68,165,0,0,0,59,1,SLICE,SLICE
68,166,68,166,0,0,0,58,1,SLICE,SLICE
72,170,72,170,0,0,0,59,1,SLICE,SLICE
72,170,72,170,0,0,0,58,1,SLICE,SLICE
72,170,72,170,0,0,0,58,1,SLICE,SLICE
73,170,73,170,0,0,0,58,1,SLICE,SLICE
73,170,73,170,0,0,0,59,1,SLICE,SLICE
72,170,72,170,0,0,0,58,1,SLICE,SLICE
70,177,70,177,0,0,0,55,1,SLICE,SLICE
70,177,70,177,0,0,0,55,1,SLICE,SLICE
71,177,71,177,0,0,0,58,1,SLICE,SLICE
71,177,71,177,0,0,0,59,1,SLICE,SLICE
72,178,72,178,0,0,0,59,1,SLICE,SLICE
70,177,70,177,0,0,0,55,1,SLICE,SLICE
70,173,70,173,0,0,0,55,1,SLICE,SLICE
70,172,70,172,0,0,0,55,1,SLICE,SLICE
69,168,69,168,0,0,0,59,1,SLICE,SLICE
69,168,69,168,0,0,0,58,1,SLICE,SLICE
69,168,69,168,0,0,0,58,1,SLICE,SLICE
68,168,68,168,0,0,0,58,1,SLICE,SLICE
70,176,70,176,0,0,0,55,1,SLICE,SLICE
70,176,70,176,0,0,0,55,1,SLICE,SLICE
70,176,70,176,0,0,0,55,1,SLICE,SLICE
71,176,71,176,0,0,0,58,1,SLICE,SLICE
72,179,72,179,0,0,0,58,1,SLICE,SLICE
70,176,70,176,0,0,0,56,1,SLICE,SLICE
68,205,68,205,0,0,0,58,1,SLICE,SLICE
68,205,68,205,0,0,0,58,1,SLICE,SLICE
68,204,68,204,0,0,0,58,1,SLICE,SLICE
68,204,68,204,0,0,0,58,1,SLICE,SLICE
68,204,68,204,0,0,0,58,1,SLICE,SLICE
68,205,68,205,0,0,0,58,1,SLICE,SLICE
70,173,70,173,0,0,0,55,1,SLICE,SLICE
70,173,70,173,0,0,0,55,1,SLICE,SLICE
70,172,70,172,0,0,0,55,1,SLICE,SLICE
70,172,70,172,0,0,0,55,1,SLICE,SLICE
71,173,71,173,0,0,0,58,1,SLICE,SLICE
70,173,70,173,0,0,0,56,1,SLICE,SLICE
74,175,74,175,0,0,0,55,1,SLICE,SLICE
74,175,74,175,0,0,0,55,1,SLICE,SLICE
74,175,74,175,0,0,0,55,1,SLICE,SLICE
75,175,75,175,0,0,0,58,1,SLICE,SLICE
75,175,75,175,0,0,0,59,1,SLICE,SLICE
72,176,72,176,0,0,0,58,1,SLICE,SLICE
68,167,68,167,0,0,0,58,1,SLICE,SLICE
69,169,69,169,0,0,0,59,1,SLICE,SLICE
68,167,68,167,0,0,0,58,1,SLICE,SLICE
69,167,69,167,0,0,0,58,1,SLICE,SLICE
69,169,69,169,0,0,0,58,1,SLICE,SLICE
68,167,68,167,0,0,0,58,1,SLICE,SLICE
70,168,70,168,0,0,0,55,1,SLICE,SLICE
70,169,70,169,0,0,0,55,1,SLICE,SLICE
70,169,70,169,0,0,0,55,1,SLICE,SLICE
71,169,71,169,0,0,0,58,1,SLICE,SLICE
71,169,71,169,0,0,0,59,1,SLICE,SLICE
70,169,70,169,0,0,0,56,1,SLICE,SLICE
73,176,73,176,0,0,0,59,1,SLICE,SLICE
73,177,73,177,0,0,0,58,1,SLICE,SLICE
73,177,73,177,0,0,0,59,1,SLICE,SLICE
73,177,73,177,0,0,0,58,1,SLICE,SLICE
74,177,74,177,0,0,0,55,1,SLICE,SLICE
72,177,72,177,0,0,0,58,1,SLICE,SLICE
68,170,68,170,0,0,0,59,1,SLICE,SLICE
68,170,68,170,0,0,0,58,1,SLICE,SLICE
69,169,69,169,0,0,0,58,1,SLICE,SLICE
71,174,71,174,0,0,0,58,1,SLICE,SLICE
71,174,71,174,0,0,0,59,1,SLICE,SLICE
70,174,70,174,0,0,0,55,1,SLICE,SLICE
72,174,72,174,0,0,0,59,1,SLICE,SLICE
72,174,72,174,0,0,0,58,1,SLICE,SLICE
72,174,72,174,0,0,0,58,1,SLICE,SLICE
73,174,73,174,0,0,0,58,1,SLICE,SLICE
74,174,74,174,0,0,0,56,1,SLICE,SLICE
72,174,72,174,0,0,0,58,1,SLICE,SLICE
68,159,68,159,0,0,0,58,1,SLICE,SLICE
69,159,69,159,0,0,0,58,1,SLICE,SLICE
71,170,71,170,0,0,0,58,1,SLICE,SLICE
71,170,71,170,0,0,0,59,1,SLICE,SLICE
69,158,69,158,0,0,0,58,1,SLICE,SLICE
70,170,70,170,0,0,0,56,1,SLICE,SLICE
70,174,70,174,0,0,0,56,1,SLICE,SLICE
70,175,70,175,0,0,0,56,1,SLICE,SLICE
70,174,70,174,0,0,0,55,1,SLICE,SLICE
70,175,70,175,0,0,0,55,1,SLICE,SLICE
68,179,68,179,0,0,0,58,1,SLICE,SLICE
70,175,70,175,0,0,0,55,1,SLICE,SLICE
73,173,73,173,0,0,0,58,1,SLICE,SLICE
72,173,72,173,0,0,0,59,1,SLICE,SLICE
73,172,73,172,0,0,0,59,1,SLICE,SLICE
73,173,73,173,0,0,0,59,1,SLICE,SLICE
73,172,73,172,0,0,0,58,1,SLICE,SLICE
72,172,72,172,0,0,0,59,1,SLICE,SLICE
69,167,69,167,0,0,0,59,1,SLICE,SLICE
68,166,68,166,0,0,0,58,1,SLICE,SLICE
68,166,68,166,0,0,0,58,1,SLICE,SLICE
69,166,69,166,0,0,0,58,1,SLICE,SLICE
69,167,69,167,0,0,0,58,1,SLICE,SLICE
68,166,68,166,0,0,0,59,1,SLICE,SLICE
68,197,68,197,0,0,0,59,1,SLICE,SLICE
68,197,68,197,0,0,0,58,1,SLICE,SLICE
68,197,68,197,0,0,0,58,1,SLICE,SLICE
68,195,68,195,0,0,0,59,1,SLICE,SLICE
69,196,69,196,0,0,0,58,1,SLICE,SLICE
68,198,68,198,0,0,0,58,1,SLICE,SLICE
52,193,52,193,0,0,0,56,1,SLICE,SLICE
48,197,48,197,0,0,0,58,1,SLICE,SLICE
48,197,48,197,0,0,0,58,1,SLICE,SLICE
49,197,49,197,0,0,0,58,1,SLICE,SLICE
49,197,49,197,0,0,0,59,1,SLICE,SLICE
48,197,48,197,0,0,0,59,1,SLICE,SLICE
55,192,55,192,0,0,0,58,1,SLICE,SLICE
54,191,54,191,0,0,0,55,1,SLICE,SLICE
55,192,55,192,0,0,0,58,1,SLICE,SLICE
55,193,55,193,0,0,0,58,1,SLICE,SLICE
55,193,55,193,0,0,0,58,1,SLICE,SLICE
54,191,54,191,0,0,0,56,1,SLICE,SLICE
63,206,63,206,0,0,0,59,1,SLICE,SLICE
63,206,63,206,0,0,0,58,1,SLICE,SLICE
60,203,60,203,0,0,0,58,1,SLICE,SLICE
60,203,60,203,0,0,0,58,1,SLICE,SLICE
63,206,63,206,0,0,0,58,1,SLICE,SLICE
62,205,62,205,0,0,0,56,1,SLICE,SLICE
55,199,55,199,0,0,0,59,1,SLICE,SLICE
50,190,50,190,0,0,0,55,1,SLICE,SLICE
55,199,55,199,0,0,0,58,1,SLICE,SLICE
53,196,53,196,0,0,0,59,1,SLICE,SLICE
55,196,55,196,0,0,0,59,1,SLICE,SLICE
56,197,56,197,0,0,0,56,1,SLICE,SLICE
55,195,55,195,0,0,0,59,1,SLICE,SLICE
54,196,54,196,0,0,0,55,1,SLICE,SLICE
53,195,53,195,0,0,0,58,1,SLICE,SLICE
55,197,55,197,0,0,0,58,1,SLICE,SLICE
55,195,55,195,0,0,0,58,1,SLICE,SLICE
52,196,52,196,0,0,0,56,1,SLICE,SLICE
52,194,52,194,0,0,0,55,1,SLICE,SLICE
54,194,54,194,0,0,0,55,1,SLICE,SLICE
49,191,49,191,0,0,0,59,1,SLICE,SLICE
53,195,53,195,0,0,0,59,1,SLICE,SLICE
53,195,53,195,0,0,0,58,1,SLICE,SLICE
52,195,52,195,0,0,0,56,1,SLICE,SLICE
58,200,58,200,0,0,0,55,1,SLICE,SLICE
58,200,58,200,0,0,0,55,1,SLICE,SLICE
59,200,59,200,0,0,0,58,1,SLICE,SLICE
59,200,59,200,0,0,0,59,1,SLICE,SLICE
59,200,59,200,0,0,0,58,1,SLICE,SLICE
58,200,58,200,0,0,0,56,1,SLICE,SLICE
49,189,49,189,0,0,0,58,1,SLICE,SLICE
49,196,49,196,0,0,0,58,1,SLICE,SLICE
49,189,49,189,0,0,0,58,1,SLICE,SLICE
49,198,49,198,0,0,0,58,1,SLICE,SLICE
50,190,50,190,0,0,0,55,1,SLICE,SLICE
54,191,54,191,0,0,0,55,1,SLICE,SLICE
55,195,55,195,0,0,0,58,1,SLICE,SLICE
52,194,52,194,0,0,0,55,1,SLICE,SLICE
55,194,55,194,0,0,0,58,1,SLICE,SLICE
55,194,55,194,0,0,0,59,1,SLICE,SLICE
53,194,53,194,0,0,0,58,1,SLICE,SLICE
54,195,54,195,0,0,0,56,1,SLICE,SLICE
58,203,58,203,0,0,0,55,1,SLICE,SLICE
56,199,56,199,0,0,0,55,1,SLICE,SLICE
56,198,56,198,0,0,0,55,1,SLICE,SLICE
55,196,55,196,0,0,0,58,1,SLICE,SLICE
56,198,56,198,0,0,0,55,1,SLICE,SLICE
54,197,54,197,0,0,0,56,1,SLICE,SLICE
56,195,56,195,0,0,0,55,1,SLICE,SLICE
56,193,56,193,0,0,0,55,1,SLICE,SLICE
55,196,55,196,0,0,0,58,1,SLICE,SLICE
57,194,57,194,0,0,0,59,1,SLICE,SLICE
57,195,57,195,0,0,0,58,1,SLICE,SLICE
56,194,56,194,0,0,0,56,1,SLICE,SLICE
58,205,58,205,0,0,0,55,1,SLICE,SLICE
59,204,59,204,0,0,0,59,1,SLICE,SLICE
61,205,61,205,0,0,0,58,1,SLICE,SLICE
57,202,57,202,0,0,0,58,1,SLICE,SLICE
59,204,59,204,0,0,0,58,1,SLICE,SLICE
58,205,58,205,0,0,0,56,1,SLICE,SLICE
58,201,58,201,0,0,0,56,1,SLICE,SLICE
58,202,58,202,0,0,0,55,1,SLICE,SLICE
58,201,58,201,0,0,0,55,1,SLICE,SLICE
58,201,58,201,0,0,0,55,1,SLICE,SLICE
58,201,58,201,0,0,0,55,1,SLICE,SLICE
58,202,58,202,0,0,0,56,1,SLICE,SLICE
56,206,56,206,0,0,0,55,1,SLICE,SLICE
56,206,56,206,0,0,0,55,1,SLICE,SLICE
57,207,57,207,0,0,0,58,1,SLICE,SLICE
56,206,56,206,0,0,0,55,1,SLICE,SLICE
57,206,57,206,0,0,0,58,1,SLICE,SLICE
56,206,56,206,0,0,0,56,1,SLICE,SLICE
54,202,54,202,0,0,0,55,1,SLICE,SLICE
55,202,55,202,0,0,0,58,1,SLICE,SLICE
57,202,57,202,0,0,0,58,1,SLICE,SLICE
57,203,57,203,0,0,0,58,1,SLICE,SLICE
57,202,57,202,0,0,0,58,1,SLICE,SLICE
58,206,58,206,0,0,0,56,1,SLICE,SLICE
58,192,58,192,0,0,0,55,1,SLICE,SLICE
56,189,56,189,0,0,0,55,1,SLICE,SLICE
59,192,59,192,0,0,0,58,1,SLICE,SLICE
59,192,59,192,0,0,0,59,1,SLICE,SLICE
56,189,56,189,0,0,0,55,1,SLICE,SLICE
56,189,56,189,0,0,0,56,1,SLICE,SLICE
60,206,60,206,0,0,0,58,1,SLICE,SLICE
61,206,61,206,0,0,0,58,1,SLICE,SLICE
61,206,61,206,0,0,0,59,1,SLICE,SLICE
61,206,61,206,0,0,0,58,1,SLICE,SLICE
61,206,61,206,0,0,0,58,1,SLICE,SLICE
60,206,60,206,0,0,0,58,1,SLICE,SLICE
60,204,60,204,0,0,0,59,1,SLICE,SLICE
58,200,58,200,0,0,0,55,1,SLICE,SLICE
60,204,60,204,0,0,0,58,1,SLICE,SLICE
60,203,60,203,0,0,0,59,1,SLICE,SLICE
60,204,60,204,0,0,0,58,1,SLICE,SLICE
58,199,58,199,0,0,0,56,1,SLICE,SLICE
56,192,56,192,0,0,0,55,1,SLICE,SLICE
56,194,56,194,0,0,0,55,1,SLICE,SLICE
56,192,56,192,0,0,0,55,1,SLICE,SLICE
56,191,56,191,0,0,0,55,1,SLICE,SLICE
56,192,56,192,0,0,0,55,1,SLICE,SLICE
56,193,56,193,0,0,0,56,1,SLICE,SLICE
58,203,58,203,0,0,0,55,1,SLICE,SLICE
59,203,59,203,0,0,0,58,1,SLICE,SLICE
59,202,59,202,0,0,0,58,1,SLICE,SLICE
61,204,61,204,0,0,0,59,1,SLICE,SLICE
61,204,61,204,0,0,0,58,1,SLICE,SLICE
56,196,56,196,0,0,0,56,1,SLICE,SLICE
55,194,55,194,0,0,0,58,1,SLICE,SLICE
55,196,55,196,0,0,0,58,1,SLICE,SLICE
57,192,57,192,0,0,0,59,1,SLICE,SLICE
56,193,56,193,0,0,0,55,1,SLICE,SLICE
57,194,57,194,0,0,0,58,1,SLICE,SLICE
54,194,54,194,0,0,0,56,1,SLICE,SLICE
48,191,48,191,0,0,0,58,1,SLICE,SLICE
52,194,52,194,0,0,0,56,1,SLICE,SLICE
50,191,50,191,0,0,0,55,1,SLICE,SLICE
50,191,50,191,0,0,0,55,1,SLICE,SLICE
52,193,52,193,0,0,0,55,1,SLICE,SLICE
50,192,50,192,0,0,0,56,1,SLICE,SLICE
56,199,56,199,0,0,0,56,1,SLICE,SLICE
56,202,56,202,0,0,0,55,1,SLICE,SLICE
56,202,56,202,0,0,0,55,1,SLICE,SLICE
56,202,56,202,0,0,0,55,1,SLICE,SLICE
56,203,56,203,0,0,0,56,1,SLICE,SLICE
56,202,56,202,0,0,0,56,1,SLICE,SLICE
58,199,58,199,0,0,0,55,1,SLICE,SLICE
55,193,55,193,0,0,0,58,1,SLICE,SLICE
54,194,54,194,0,0,0,55,1,SLICE,SLICE
54,194,54,194,0,0,0,55,1,SLICE,SLICE
54,192,54,192,0,0,0,55,1,SLICE,SLICE
54,193,54,193,0,0,0,55,1,SLICE,SLICE
59,201,59,201,0,0,0,58,1,SLICE,SLICE
56,197,56,197,0,0,0,55,1,SLICE,SLICE
59,202,59,202,0,0,0,58,1,SLICE,SLICE
59,201,59,201,0,0,0,59,1,SLICE,SLICE
59,202,59,202,0,0,0,59,1,SLICE,SLICE
58,202,58,202,0,0,0,55,1,SLICE,SLICE
58,196,58,196,0,0,0,55,1,SLICE,SLICE
59,193,59,193,0,0,0,58,1,SLICE,SLICE
59,196,59,196,0,0,0,58,1,SLICE,SLICE
59,197,59,197,0,0,0,59,1,SLICE,SLICE
59,194,59,194,0,0,0,58,1,SLICE,SLICE
58,194,58,194,0,0,0,56,1,SLICE,SLICE
56,194,56,194,0,0,0,55,1,SLICE,SLICE
56,195,56,195,0,0,0,56,1,SLICE,SLICE
55,194,55,194,0,0,0,58,1,SLICE,SLICE
56,195,56,195,0,0,0,55,1,SLICE,SLICE
56,195,56,195,0,0,0,55,1,SLICE,SLICE
54,196,54,196,0,0,0,55,1,SLICE,SLICE
56,191,56,191,0,0,0,55,1,SLICE,SLICE
56,194,56,194,0,0,0,55,1,SLICE,SLICE
57,192,57,192,0,0,0,58,1,SLICE,SLICE
57,191,57,191,0,0,0,58,1,SLICE,SLICE
57,191,57,191,0,0,0,59,1,SLICE,SLICE
56,191,56,191,0,0,0,56,1,SLICE,SLICE
54,198,54,198,0,0,0,55,1,SLICE,SLICE
56,197,56,197,0,0,0,55,1,SLICE,SLICE
54,197,54,197,0,0,0,55,1,SLICE,SLICE
54,195,54,195,0,0,0,55,1,SLICE,SLICE
56,196,56,196,0,0,0,55,1,SLICE,SLICE
54,198,54,198,0,0,0,56,1,SLICE,SLICE
53,197,53,197,0,0,0,58,1,SLICE,SLICE
55,197,55,197,0,0,0,59,1,SLICE,SLICE
55,197,55,197,0,0,0,58,1,SLICE,SLICE
55,197,55,197,0,0,0,58,1,SLICE,SLICE
55,199,55,199,0,0,0,58,1,SLICE,SLICE
52,197,52,197,0,0,0,56,1,SLICE,SLICE
58,198,58,198,0,0,0,56,1,SLICE,SLICE
59,199,59,199,0,0,0,58,1,SLICE,SLICE
58,198,58,198,0,0,0,55,1,SLICE,SLICE
58,198,58,198,0,0,0,55,1,SLICE,SLICE
58,198,58,198,0,0,0,55,1,SLICE,SLICE
58,199,58,199,0,0,0,55,1,SLICE,SLICE
56,205,56,205,0,0,0,56,1,SLICE,SLICE
54,204,54,204,0,0,0,55,1,SLICE,SLICE
56,204,56,204,0,0,0,55,1,SLICE,SLICE
55,204,55,204,0,0,0,59,1,SLICE,SLICE
57,204,57,204,0,0,0,58,1,SLICE,SLICE
56,204,56,204,0,0,0,56,1,SLICE,SLICE
58,205,58,205,0,0,0,55,1,SLICE,SLICE
59,205,59,205,0,0,0,58,1,SLICE,SLICE
60,206,60,206,0,0,0,58,1,SLICE,SLICE
59,205,59,205,0,0,0,59,1,SLICE,SLICE
61,205,61,205,0,0,0,59,1,SLICE,SLICE
60,205,60,205,0,0,0,58,1,SLICE,SLICE
60,205,60,205,0,0,0,58,1,SLICE,SLICE
58,204,58,204,0,0,0,55,1,SLICE,SLICE
58,203,58,203,0,0,0,56,1,SLICE,SLICE
61,204,61,204,0,0,0,58,1,SLICE,SLICE
58,203,58,203,0,0,0,55,1,SLICE,SLICE
60,205,60,205,0,0,0,59,1,SLICE,SLICE
58,206,58,206,0,0,0,55,1,SLICE,SLICE
59,206,59,206,0,0,0,58,1,SLICE,SLICE
59,206,59,206,0,0,0,59,1,SLICE,SLICE
59,206,59,206,0,0,0,58,1,SLICE,SLICE
59,206,59,206,0,0,0,58,1,SLICE,SLICE
58,206,58,206,0,0,0,55,1,SLICE,SLICE
55,189,55,189,0,0,0,58,1,SLICE,SLICE
55,191,55,191,0,0,0,58,1,SLICE,SLICE
54,190,54,190,0,0,0,55,1,SLICE,SLICE
55,191,55,191,0,0,0,59,1,SLICE,SLICE
54,190,54,190,0,0,0,55,1,SLICE,SLICE
54,190,54,190,0,0,0,56,1,SLICE,SLICE
56,198,56,198,0,0,0,55,1,SLICE,SLICE
57,198,57,198,0,0,0,58,1,SLICE,SLICE
58,204,58,204,0,0,0,55,1,SLICE,SLICE
59,204,59,204,0,0,0,58,1,SLICE,SLICE
57,198,57,198,0,0,0,59,1,SLICE,SLICE
58,204,58,204,0,0,0,56,1,SLICE,SLICE
59,198,59,198,0,0,0,58,1,SLICE,SLICE
61,203,61,203,0,0,0,58,1,SLICE,SLICE
59,198,59,198,0,0,0,59,1,SLICE,SLICE
59,199,59,199,0,0,0,59,1,SLICE,SLICE
61,203,61,203,0,0,0,59,1,SLICE,SLICE
60,203,60,203,0,0,0,58,1,SLICE,SLICE
52,193,52,193,0,0,0,55,1,SLICE,SLICE
52,193,52,193,0,0,0,55,1,SLICE,SLICE
53,193,53,193,0,0,0,58,1,SLICE,SLICE
53,193,53,193,0,0,0,59,1,SLICE,SLICE
52,192,52,192,0,0,0,55,1,SLICE,SLICE
56,190,56,190,0,0,0,56,1,SLICE,SLICE
55,195,55,195,0,0,0,58,1,SLICE,SLICE
54,192,54,192,0,0,0,55,1,SLICE,SLICE
55,192,55,192,0,0,0,58,1,SLICE,SLICE
55,193,55,193,0,0,0,59,1,SLICE,SLICE
55,192,55,192,0,0,0,59,1,SLICE,SLICE
54,193,54,193,0,0,0,56,1,SLICE,SLICE
62,164,62,164,0,0,0,56,1,SLICE,SLICE
62,165,62,165,0,0,0,55,1,SLICE,SLICE
62,164,62,164,0,0,0,55,1,SLICE,SLICE
62,164,62,164,0,0,0,55,1,SLICE,SLICE
63,165,63,165,0,0,0,58,1,SLICE,SLICE
62,165,62,165,0,0,0,55,1,SLICE,SLICE
66,152,66,152,0,0,0,56,1,SLICE,SLICE
64,160,64,160,0,0,0,58,1,SLICE,SLICE
66,153,66,153,0,0,0,56,1,SLICE,SLICE
64,152,64,152,0,0,0,58,1,SLICE,SLICE
64,152,64,152,0,0,0,59,1,SLICE,SLICE
66,152,66,152,0,0,0,55,1,SLICE,SLICE
63,156,63,156,0,0,0,58,1,SLICE,SLICE
65,158,65,158,0,0,0,59,1,SLICE,SLICE
64,153,64,153,0,0,0,58,1,SLICE,SLICE
63,152,63,152,0,0,0,59,1,SLICE,SLICE
63,151,63,151,0,0,0,59,1,SLICE,SLICE
62,152,62,152,0,0,0,56,1,SLICE,SLICE
69,149,69,149,0,0,0,58,1,SLICE,SLICE
69,149,69,149,0,0,0,59,1,SLICE,SLICE
65,154,65,154,0,0,0,58,1,SLICE,SLICE
68,148,68,148,0,0,0,58,1,SLICE,SLICE
69,149,69,149,0,0,0,58,1,SLICE,SLICE
68,146,68,146,0,0,0,59,1,SLICE,SLICE
66,153,66,153,0,0,0,55,1,SLICE,SLICE
66,152,66,152,0,0,0,55,1,SLICE,SLICE
67,152,67,152,0,0,0,58,1,SLICE,SLICE
67,152,67,152,0,0,0,59,1,SLICE,SLICE
67,153,67,153,0,0,0,58,1,SLICE,SLICE
66,153,66,153,0,0,0,55,1,SLICE,SLICE
64,162,64,162,0,0,0,58,1,SLICE,SLICE
65,162,65,162,0,0,0,58,1,SLICE,SLICE
65,162,65,162,0,0,0,59,1,SLICE,SLICE
64,163,64,163,0,0,0,58,1,SLICE,SLICE
64,163,64,163,0,0,0,58,1,SLICE,SLICE
64,163,64,163,0,0,0,58,1,SLICE,SLICE
63,162,63,162,0,0,0,58,1,SLICE,SLICE
63,162,63,162,0,0,0,59,1,SLICE,SLICE
63,162,63,162,0,0,0,58,1,SLICE,SLICE
64,161,64,161,0,0,0,58,1,SLICE,SLICE
63,162,63,162,0,0,0,58,1,SLICE,SLICE
64,162,64,162,0,0,0,59,1,SLICE,SLICE
64,164,64,164,0,0,0,58,1,SLICE,SLICE
64,164,64,164,0,0,0,59,1,SLICE,SLICE
64,164,64,164,0,0,0,58,1,SLICE,SLICE
64,164,64,164,0,0,0,58,1,SLICE,SLICE
65,165,65,165,0,0,0,58,1,SLICE,SLICE
64,165,64,165,0,0,0,59,1,SLICE,SLICE
63,156,63,156,0,0,0,59,1,SLICE,SLICE
63,154,63,154,0,0,0,59,1,SLICE,SLICE
63,155,63,155,0,0,0,59,1,SLICE,SLICE
63,154,63,154,0,0,0,58,1,SLICE,SLICE
